source,shotID,proj_mat,proj_density,proj_diam,angle,velocity,MLI_type,MLI_AD,MLI_standoff,bumper_mat,bumper_density,bumper_thick,HC_mat,HC_diam,HC_thick,HC_density,standoff,wall_mat,wall_density,wall_yield,wall_thick,result,perforated_class
-,-,-,g/cm3,cm,deg,km/s,,g/cm2,cm,-,g/cm3,cm,,cm,cm,g/cm3,cm,,g/cm3,ksi,cm,-,
Shephard_IJIE_1993,A1633,AA2017-T3,2.8,0.318,45,6.21,,,,AA6061-T6,2.7,0.0254,AA5052-H39,0.31,0.001778,2.68,1.27,AA6061-T6,2.7,40,0.0254,P,1
Shephard_IJIE_1993,A1634,AA2017-T3,2.8,0.318,60,6.37,,,,AA6061-T6,2.7,0.0254,AA5052-H39,0.31,0.001778,2.68,1.27,AA6061-T6,2.7,40,0.0254,P,1
NASA-TM-107325,1B,AA2017-T4,2.8,0.48,0,6.8,,,,AA7075-T73,2.8,0.04,AA5056-H39,0.48,0.0025,2.64,1.27,AA7075-T73,2.8,63,0.04,P,1
NASA-TM-107325,1D,AA2017-T4,2.8,0.48,0,6.72,,,,AA7075-T73,2.8,0.04,AA5052-H39,0.48,0.0025,2.64,1.27,AA7075-T73,2.8,63,0.04,P,1
NASA-TM-107325,2B,AA2017-T4,2.8,0.64,0,3.2,,,,AA7075-T73,2.8,0.04,AA5052-H39,0.48,0.0025,2.64,1.27,AA7075-T73,2.8,63,0.04,P,1
NASA-TM-107325,2D,AA2017-T4,2.8,0.48,0,3.23,,,,AA7075-T73,2.8,0.04,AA5052-H39,0.48,0.0025,2.64,1.27,AA7075-T73,2.8,63,0.04,P,1
NASA-TM-107325,3B,AA2017-T4,2.8,0.64,0,5.88,,,,AA7075-T73,2.8,0.04,AA5052-H39,0.48,0.0025,2.64,1.27,AA7075-T73,2.8,63,0.04,P,1
Frost_ECSD_1997,A-2634,AA2017-T4,2.8,0.119,0,7.04,Standard,0.63,0,M60J/954-2A,1.7,0.0254,Aluminum,0.3175,0.0025,2.78,1.5875,M60J/954-2A,1.7,,0.0254,P,1
Frost_ECSD_1997,A-2635,AA2017-T4,2.8,0.079,0,7.04,Standard,0.63,0,M60J/954-2A,1.7,0.0254,Aluminum,0.3175,0.0025,2.78,1.5875,M60J/954-2A,1.7,,0.0254,NP,0
Frost_ECSD_1997,A-2636,AA2017-T4,2.8,0.159,0,6.65,Standard,0.63,0,P100,1.7,0.0762,Aluminum,0.3175,0.0025,2.78,1.5875,P100,1.7,,0.0762,P,1
Frost_ECSD_1997,A-2637,AA2017-T4,2.8,0.119,0,6.8,Standard,0.63,0,P100,1.7,0.0762,Aluminum,0.3175,0.0025,2.78,1.5875,P100,1.7,,0.0762,NP,0
Frost_ECSD_1997,A-2675,AA2017-T4,2.8,0.119,0,7.26,Standard,0.63,0,M60J/954-2A,1.7,0.0254,Aluminum,0.3175,0.0025,2.78,1.5875,M60J/954-2A,1.7,,0.0254,P,1
Frost_ECSD_1997,A-2639,AA2017-T4,2.8,0.159,0,6.64,Standard,0.63,0,M60J/954,1.7,0.0508,Aluminum,0.3175,0.0025,2.78,0.635,M60J/954,1.7,,0.0508,P,1
Frost_ECSD_1997,A-2640,AA2017-T4,2.8,0.119,0,6.66,Standard,0.63,0,M60J/954,1.7,0.0508,Aluminum,0.3175,0.0025,2.78,0.635,M60J/954,1.7,,0.0508,P,1
Frost_ECSD_1997,A-2641,AA2017-T4,2.8,0.079,0,6.81,Standard,0.63,0,M60J/954,1.7,0.0508,Aluminum,0.3175,0.0025,2.78,0.635,M60J/954,1.7,,0.0508,NP,0
Frost_ECSD_1997,A-2642,AA2017-T4,2.8,0.238,0,6.63,Standard,0.63,0,M60J/954,1.7,0.1016,Aluminum,0.3175,0.0025,2.78,0.635,M60J/954,1.7,,0.1016,P,1
Frost_ECSD_1997,A-2643,AA2017-T4,2.8,0.198,0,6.77,Standard,0.63,0,M60J/954,1.7,0.1016,Aluminum,0.3175,0.0025,2.78,0.635,M60J/954,1.7,,0.1016,P,1
Frost_ECSD_1997,A-2644,AA2017-T4,2.8,0.159,0,6.81,Standard,0.63,0,M60J/954,1.7,0.1016,Aluminum,0.3175,0.0025,2.78,0.635,M60J/954,1.7,,0.1016,P,1
Frost_ECSD_1997,A-2676,AA2017-T4,2.8,0.079,0,7.1,Standard,0.63,0,M60J/954,1.7,0.1016,Aluminum,0.3175,0.0025,2.78,0.635,M60J/954,1.7,,0.1016,NP,0
Frost_ECSD_1997,A-2646,AA2017-T4,2.8,0.318,0,6.38,Standard,0.63,0,M60J/954,1.7,0.1524,Aluminum,0.3175,0.0025,2.78,0.635,M60J/954,1.7,,0.1524,P,1
Frost_ECSD_1997,A-2647,AA2017-T4,2.8,0.28,0,6.81,Standard,0.63,0,M60J/954,1.7,0.1524,Aluminum,0.3175,0.0025,2.78,0.635,M60J/954,1.7,,0.1524,P,1
Frost_ECSD_1997,A-2648,AA2017-T4,2.8,0.238,0,6.55,Standard,0.63,0,M60J/954,1.7,0.1524,Aluminum,0.3175,0.0025,2.78,0.635,M60J/954,1.7,,0.1524,P,1
Frost_ECSD_1997,A-2681,AA2017-T4,2.8,0.079,0,7,Standard,0.63,0,M60J/954,1.7,0.1524,Aluminum,0.3175,0.0025,2.78,0.635,M60J/954,1.7,,0.1524,NP,0
Frost_ECSD_1997,A-2673,AA2017-T4,2.8,0.079,0,7.19,Standard,0.33,0,M60J/954-3,1.7,0.0406,Aluminum,0.3175,0.0025,2.78,0.635,M60J/954-3,1.7,,0.0406,P,1
Frost_ECSD_1997,A-2674,AA2017-T4,2.8,0.04,0,7.15,Standard,0.33,0,M60J/954-3,1.7,0.0406,Aluminum,0.0254,0.0025,2.78,0.635,M60J/954-3,1.7,,0.0406,NP,0
Taylor_IMechE_1997,HC15,AA2017-T4,2.8,0.1,0,5.42,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,NP,0
Taylor_IMechE_1997,HC16,AA2017-T4,2.8,0.12,0,4.86,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,P,1
Taylor_IMechE_1997,HC17,AA2017-T4,2.8,0.15,0,5.93,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,P,1
Taylor_IMechE_1997,HC18,AA2017-T4,2.8,0.2,0,5.08,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,P,1
Taylor_IMechE_1997,HC19,AA2017-T4,2.8,0.08,0,5,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,N/A,0
Taylor_IJIE_1999,HC 20,AA2017-T4,2.8,0.15,46.6,4.84,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,NP,0
Taylor_IJIE_1999,HC 21,AA2017-T4,2.8,0.12,44.3,5.23,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,NP,0
Taylor_IJIE_1999,HC 22,AA2017-T4,2.8,0.15,74.6,4.99,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,NP,0
Taylor_IJIE_1999,HC 23,AA2017-T4,2.8,0.12,74.4,4.96,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,NP,0
Taylor_IJIE_1999,HC 25,AA2017-T4,2.8,0.15,74.7,5.11,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,NP,0
Taylor_IJIE_1999,HC 26,AA2017-T4,2.8,0.12,14.3,4.99,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,NP,0
Taylor_IJIE_1999,HC 27,AA2017-T4,2.8,0.15,14.7,4.94,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,P,1
Taylor_IJIE_1999,HC 33,AA2017-T4,2.8,0.12,24.5,5.15,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,NP,0
Taylor_IJIE_1999,HC 34,AA2017-T4,2.8,0.12,63.5,5.17,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,NP,0
Taylor_IJIE_1999,HC 35,AA2017-T4,2.8,0.12,59.7,5.24,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,NP,0
Taylor_IJIE_1999,HC 47,AA2017-T4,2.8,0.2,57.6,4.71,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,NP,0
Taylor_IJIE_1999,HC 51,AA2017-T4,2.8,0.2,16.2,4.8,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,P,1
Taylor_IJIE_1999,HC 61,AA2017-T4,2.8,0.2,29.2,5.18,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,P,1
Taylor_IJIE_1999,HC 62,AA2017-T4,2.8,0.2,44,5.19,,,,HMF371-7714B,1.83,0.162,AA3003,0.635,0.006,2.73,4.5,HMF371-7714B,1.83,,0.162,P,1
Turner_IJIE_2001,1-001,AA2017-T4,2.8,0.1,0,4.69,,,,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,1-002,AA2017-T4,2.8,0.15,0,4.89,,,,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,1-003,AA2017-T4,2.8,0.12,0,5.27,,,,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,1-004,AA2017-T4,2.8,0.08,0,5.31,,,,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,1-005,AA2017-T4,2.8,0.1,45,5.32,,,,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,1-008,AA2017-T4,2.8,0.2,0,4.57,,,,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,B001,AA2017-T4,2.8,0.12,0,1.96,,,,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,B002,AA2017-T4,2.8,0.1,0,1.56,,,,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,NP,0
Turner_IJIE_2001,B003,AA2017-T4,2.8,0.2,0,1.77,,,,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,A001,AA2017-T4,2.8,0.1,0,5.11,,,,AA2024-T81,2.77,0.06,AA5052,0.48,0.001778,2.68,3.62,AA2024-T81,2.77,65,0.06,NP,0
Turner_IJIE_2001,A002,AA2017-T4,2.8,0.12,0,5.2,,,,AA2024-T81,2.77,0.06,AA5052,0.48,0.001778,2.68,3.62,AA2024-T81,2.77,65,0.06,P,1
Turner_IJIE_2001,A003,AA2017-T4,2.8,0.2,0,4.89,,,,AA2024-T81,2.77,0.06,AA5052,0.48,0.001778,2.68,3.62,AA2024-T81,2.77,65,0.06,P,1
Turner_IJIE_2001,2-001,AA2017-T4,2.8,0.2,0,5.27,Standard,0.3,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,2-003,AA2017-T4,2.8,0.12,0,5.26,Standard,0.3,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,2-004,AA2017-T4,2.8,0.12,45,5.19,Standard,0.3,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,2-005,AA2017-T4,2.8,0.1,0,5.16,Standard,0.3,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,2-006,AA2017-T4,2.8,0.15,0,4.98,Standard,0.3,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,4-001,AA2017-T4,2.8,0.12,0,5.07,Enhanced,2.53,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,NP,0
Turner_IJIE_2001,4-003,AA2017-T4,2.8,0.15,0,4.86,Enhanced,2.53,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,NP,0
Turner_IJIE_2001,4-005,AA2017-T4,2.8,0.2,0,4.79,Enhanced,2.53,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,P,1
Turner_IJIE_2001,4-006,AA2017-T4,2.8,0.2,45,4.61,Enhanced,2.53,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.001778,2.68,3.58,AA2024-T81,2.77,65,0.04,NP,0
Lambert_IJIE_2001,R1,AA2017-T4,2.8,0.125,0,6.9,Standard,0.5,0,AA2024-T4,2.77,0.04,AA5056-H39,0.48,0.0025,2.64,3,AA2024-T4,2.77,47,0.04,NP,0
Lambert_IJIE_2001,R2,AA2017-T4,2.8,0.152,0,7.1,Standard,0.5,0,AA2024-T4,2.77,0.04,AA5056-H39,0.48,0.0025,2.64,3,AA2024-T4,2.77,47,0.04,P,1
Lambert_IJIE_2001,R3,AA2017-T4,2.8,0.153,45,7.1,Standard,0.5,0,AA2024-T4,2.77,0.04,AA5056-H39,0.48,0.0025,2.64,3,AA2024-T4,2.77,47,0.04,P,1
Lambert_IJIE_2001,R4,AA2017-T4,2.8,0.174,45,7.7,Standard,0.5,0,AA2024-T4,2.77,0.04,AA5056-H39,0.48,0.0025,2.64,3,AA2024-T4,2.77,47,0.04,P,1
Lambert_IJIE_2001,R5,AA2017-T4,2.8,0.203,45,7.2,Standard,0.5,0,AA2024-T4,2.77,0.04,AA5056-H39,0.48,0.0025,2.64,3,AA2024-T4,2.77,47,0.04,P,1
Lambert_IJIE_2001,R6,AA2017-T4,2.8,0.245,45,7.1,Standard,0.5,0,AA2024-T4,2.77,0.04,AA5056-H39,0.48,0.0025,2.64,3,AA2024-T4,2.77,47,0.04,P,1
Lambert_IJIE_2001,M1,AA2017-T4,2.8,0.12,0,6.97,Standard,0.29,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.0035,2.68,3.5,AA2024-T81,2.77,65,0.04,P,1
Lambert_IJIE_2001,M2,AA2017-T4,2.8,0.153,45,7.26,Standard,0.29,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.0035,2.68,3.5,AA2024-T81,2.77,65,0.04,NP,0
Lambert_IJIE_2001,M3,AA2017-T4,2.8,0.174,45,7.29,Standard,0.29,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.0035,2.68,3.5,AA2024-T81,2.77,65,0.04,P,1
Lambert_IJIE_2001,M4,AA2017-T4,2.8,0.203,60,7.35,Standard,0.29,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.0035,2.68,3.5,AA2024-T81,2.77,65,0.04,P,1
Lambert_IJIE_2001,M5,AA2017-T4,2.8,0.153,0,7.53,Toughened (Nextel),1.47,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.0035,2.68,3.5,AA2024-T81,2.77,65,0.04,P,1
Lambert_IJIE_2001,M6,AA2017-T4,2.8,0.174,0,7.1,Toughened (Nextel),1.47,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.0035,2.68,3.5,AA2024-T81,2.77,65,0.04,P,1
Lambert_IJIE_2001,M7,AA2017-T4,2.8,0.158,45,7.2,Toughened (Nextel),1.47,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.0035,2.68,3.5,AA2024-T81,2.77,65,0.04,NP,0
Lambert_IJIE_2001,M8,AA2017-T4,2.8,0.174,45,7.23,Toughened (Nextel),1.47,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.0035,2.68,3.5,AA2024-T81,2.77,65,0.04,P,1
Lambert_IJIE_2001,M9,AA2017-T4,2.8,0.142,0,6.95,Toughened (Betacloth),1.39,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.0035,2.68,3.5,AA2024-T81,2.77,65,0.04,P,1
Lambert_IJIE_2001,M10,AA2017-T4,2.8,0.153,0,7.15,Toughened (Betacloth),1.39,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.0035,2.68,3.5,AA2024-T81,2.77,65,0.04,P,1
Lambert_IJIE_2001,M11,AA2017-T4,2.8,0.156,45,7.1,Toughened (Betacloth),1.39,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.0035,2.68,3.5,AA2024-T81,2.77,65,0.04,NP,0
Lambert_IJIE_2001,M12,AA2017-T4,2.8,0.174,45,6.85,Toughened (Betacloth),1.39,0,AA2024-T81,2.77,0.04,AA5052,0.48,0.0035,2.68,3.5,AA2024-T81,2.77,65,0.04,P,1
Lambert_IJIE_2001,A1,AA2017-T4,2.8,0.153,0,6.7,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,NP,0
Lambert_IJIE_2001,A2,AA2017-T4,2.8,0.189,0,6.8,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,P,1
Lambert_IJIE_2001,A3,AA2017-T4,2.8,0.245,0,7.1,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,P,1
Lambert_IJIE_2001,A4,AA2017-T4,2.8,0.316,0,7.4,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,P,1
Lambert_IJIE_2001,A5,AA2017-T4,2.8,0.394,0,7.2,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,P,1
Lambert_IJIE_2001,A6,AA2017-T4,2.8,0.204,30,6.9,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,NP,0
Lambert_IJIE_2001,A7,AA2017-T4,2.8,0.244,30,7,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,P,1
Lambert_IJIE_2001,A8,AA2017-T4,2.8,0.229,45,7.1,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,NP,0
Lambert_IJIE_2001,A9,AA2017-T4,2.8,0.277,60,6.9,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,NP,0
Lambert_IJIE_2001,A10,AA2017-T4,2.8,0.298,60,7.1,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,P,1
Lambert_IJIE_2001,A11,AA2017-T4,2.8,0.345,70,7,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,NP,0
Lambert_IJIE_2001,A12,AA2017-T4,2.8,0.202,0,2.1,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,NP,0
Lambert_IJIE_2001,A13,AA2017-T4,2.8,0.245,0,2.7,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,NP,0
Lambert_IJIE_2001,A14,AA2017-T4,2.8,0.298,45,2.8,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,NP,0
Lambert_IJIE_2001,A15,AA2017-T4,2.8,0.344,70,4.8,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,NP,0
Lambert_IJIE_2001,A16,AA2017-T4,2.8,0.316,70,7,,,,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,NP,0
Lambert_IJIE_2001,A17,AA2017-T4,2.8,0.19,0,6.9,Standard,0.5,0,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,NP,0
Lambert_IJIE_2001,A18,AA2017-T4,2.8,0.228,0,6.9,Standard,0.5,0,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,P,1
Lambert_IJIE_2001,A19,AA2017-T4,2.8,0.277,45,7,Standard,0.5,0,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,NP,0
Lambert_IJIE_2001,A20,AA2017-T4,2.8,0.316,45,7.1,Standard,0.5,0,AA7075-T6,2.8,0.16,AA5056-H39,0.48,0.0025,2.64,5,AA7075-T6,2.8,73,0.16,P,1
Lambert_IJIE_2001,E1,AA2017-T4,2.8,0.11,0,6.3,,,,CFRP,1.7,0.11,AA5056-H39,0.48,0.0038,2.64,4.7,CFRP,1.7,,0.11,P,1
Lambert_IJIE_2001,E2,AA2017-T4,2.8,0.11,0,5.3,,,,CFRP,1.7,0.11,AA5056-H39,0.48,0.0038,2.64,4.7,CFRP,1.7,,0.11,P,1
Lambert_IJIE_2001,E3,AA2017-T4,2.8,0.09,0,6.6,,,,CFRP,1.7,0.11,AA5056-H39,0.48,0.0038,2.64,4.7,CFRP,1.7,,0.11,NP,0
Lambert_IJIE_2001,E4,AA2017-T4,2.8,0.11,0,6.5,Standard,0.56,0,CFRP,1.7,0.11,AA5056-H39,0.48,0.0038,2.64,4.7,CFRP,1.7,,0.11,NP,0
Lambert_IJIE_2001,E5,AA2017-T4,2.8,0.15,0,6.4,Standard,0.56,0,CFRP,1.7,0.11,AA5056-H39,0.48,0.0038,2.64,4.7,CFRP,1.7,,0.11,P,1
Sibeaud_2008,P251,AA2017-T4,2.8,0.7,0,5.74,,,,AA2024-T3,2.77,0.08,Aluminum,0.4,0.0025,2.78,2,AA2024-T3,2.77,50,0.08,P,1
Sibeaud_2008,P254,AA2017-T4,2.8,0.7,0,5.56,,,,CFRP,2,0.08,Aluminum,0.4,0.0025,2.78,2,CFRP,2,,0.08,P,1
Sibeaud_2008,P259,AA2017-T4,2.8,0.7,0,5.82,,,,AA2024-T3,2.77,0.08,Aluminum,0.4,0.0025,2.78,2,AA2024-T3,2.77,50,0.08,P,1
Sibeaud_2008,P260,AA2017-T4,2.8,0.7,45,5.66,,,,AA2024-T3,2.77,0.08,Aluminum,0.4,0.0025,2.78,2,AA2024-T3,2.77,50,0.08,P,1
Sibeaud_2008,P261,AA2017-T4,2.8,0.7,45,5.56,,,,CFRP,2,0.08,Aluminum,0.4,0.0025,2.78,2,CFRP,2,,0.08,N/A,0
Schafer_ECSD_2005,B-107,AA2017-T4,2.8,0.125,0,2.02,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,NP,0
Schafer_ECSD_2005,B-106,AA2017-T4,2.8,0.1,0,2.36,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,NP,0
Schafer_ECSD_2005,B-164,AA99.9%,2.7,0.15,0,3.13,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,P,1
Schafer_ECSD_2005,B-119,AA2017-T4,2.8,0.1,0,6.24,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,P,1
Schafer_ECSD_2005,B-117,AA2017-T4,2.8,0.1,0,6.27,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,P,1
Schafer_ECSD_2005,S-4577,AA99.9%,2.7,0.15,0,5.72,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,P,1
Schafer_ECSD_2005,S-4578,AA99.9%,2.7,0.15,0,5.72,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,P,1
Schafer_ECSD_2005,B-108,AA99.9%,2.7,0.15,0,6.27,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,P,1
Schafer_ECSD_2005,B-161,AA2017-T4,2.8,0.1,45,4.27,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,NP,0
Schafer_ECSD_2005,B-167,AA2017-T4,2.8,0.125,45,3.39,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,NP,0
Schafer_ECSD_2005,S-4579,AA99.9%,2.7,0.15,45,5.87,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,NP,0
Schafer_ECSD_2005,S-4580,AA99.9%,2.7,0.2,45,6.12,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,NP,0
Schafer_ECSD_2005,S-4583,AA99.9%,2.7,0.2,60,6.07,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,P,1
Schafer_ECSD_2005,S-4582,AA99.9%,2.7,0.25,60,6.52,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,P,1
Schafer_ECSD_2005,S-4581,AA99.9%,2.7,0.3,60,6.23,,,,CFRP,1.8,0.15,AA5056-H39,0.48,0.0025,2.64,5.06,CFRP,1.8,,0.15,P,1
Schafer_ECSD_2005,B-105,AA2017-T4,2.8,0.1,0,2.82,,,,CFRP,1.8,0.12,AA5056-H39,0.48,0.0025,2.64,1.21,CFRP,1.8,,0.12,P,1
Schafer_ECSD_2005,B-139,AA2017-T4,2.8,0.1,0,3.36,,,,CFRP,1.8,0.12,AA5056-H39,0.48,0.0025,2.64,1.21,CFRP,1.8,,0.12,P,1
Schafer_ECSD_2005,B-127,AA2017-T4,2.8,0.05,0,5.88,,,,CFRP,1.8,0.12,AA5056-H39,0.48,0.0025,2.64,1.21,CFRP,1.8,,0.12,NP,0
Schafer_ECSD_2005,B-131,AA2017-T4,2.8,0.05,0,5.88,,,,CFRP,1.8,0.12,AA5056-H39,0.48,0.0025,2.64,1.21,CFRP,1.8,,0.12,NP,0
